"filename", "language", "Shell Script", "Docker", "Batch", "YAML", "Go Work File", "Go", "C", "Markdown", "Go Module File", "Go Checksum File", "Properties", "C++", "JavaScript", "HTML", "GLSL", "JSON", "Makefile", "WebAssembly Text Format", "comment", "blank", "total"
"/home/jowens/Projects/NovusTimeServer/web/files/assets/shaders/ink_sparkle.frag", "GLSL", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 126, 0, 0, 0, 0, 0, 126
"/home/jowens/Projects/NovusTimeServer/web/files/canvaskit/canvaskit.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 6, 193
"/home/jowens/Projects/NovusTimeServer/web/files/canvaskit/canvaskit.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 128362, 0, 3990, 132352
"/home/jowens/Projects/NovusTimeServer/web/files/canvaskit/chromium/canvaskit.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 187, 0, 0, 0, 0, 0, 0, 6, 193
"/home/jowens/Projects/NovusTimeServer/web/files/canvaskit/chromium/canvaskit.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 106734, 0, 2906, 109640
"/home/jowens/Projects/NovusTimeServer/web/files/canvaskit/skwasm.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 152, 0, 0, 0, 0, 0, 1, 6, 159
"/home/jowens/Projects/NovusTimeServer/web/files/canvaskit/skwasm.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55865, 0, 1675, 57540
"/home/jowens/Projects/NovusTimeServer/web/files/canvaskit/skwasm_st.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 129, 0, 0, 0, 0, 0, 0, 6, 135
"/home/jowens/Projects/NovusTimeServer/web/files/canvaskit/skwasm_st.wasm", "WebAssembly Text Format", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 55304, 0, 1678, 56982
"/home/jowens/Projects/NovusTimeServer/web/files/flutter.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 1, 1, 5
"/home/jowens/Projects/NovusTimeServer/web/files/flutter_bootstrap.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 0, 0, 0, 1, 4, 17
"/home/jowens/Projects/NovusTimeServer/web/files/flutter_service_worker.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 174, 0, 0, 0, 0, 0, 31, 3, 208
"/home/jowens/Projects/NovusTimeServer/web/files/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 15, 5, 39
"/home/jowens/Projects/NovusTimeServer/web/files/main.dart.js", "JavaScript", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 146809, 0, 0, 0, 0, 0, 0, 1, 146810
"/home/jowens/Projects/NovusTimeServer/web/files/manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 1, 36
"/home/jowens/Projects/NovusTimeServer/web/files/version.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"/home/jowens/Projects/NovusTimeServer/web/go.mod", "Go Module File", 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 4
"/home/jowens/Projects/NovusTimeServer/web/web.go", "Go", 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 7
"Total", "-", 65, 3, 2, 4, 8, 1875, 12415, 1, 55, 138, 37, 504, 147653, 19, 126, 39, 18, 346265, 3699, 14180, 527106
